parentusi,telephonenumber,telephonenumbertypedescriptorid,orderofpriority,textmessagecapabilityindicator,donotpublishindicator,createdate
"1865","(950) 189 7037","2327","1",,,"2020-11-13 14:16:00.637610"
"1865","(950) 737 6121","2329",,,,"2020-11-13 14:16:00.638301"
"1871","(950) 859 7120","2322","1",,,"2020-11-13 14:16:00.661473"
"1638","(950) 989 2617","2329","1",,,"2020-11-13 14:15:59.177750"
"1644","(950) 619 6449","2326",,,,"2020-11-13 14:15:59.210723"
"1644","(950) 194 7794","2329","1",,,"2020-11-13 14:15:59.211316"
"1645","(950) 798 6142","2329","1",,,"2020-11-13 14:15:59.217570"
"1647","(950) 291 7554","2323","1",,,"2020-11-13 14:15:59.226697"
"1649","(950) 453 0828","2327","1",,,"2020-11-13 14:15:59.238636"
"1651","(950) 766 7463","2329","1",,,"2020-11-13 14:15:59.250765"
"1655","(950) 320 0653","2326","1",,,"2020-11-13 14:15:59.274771"
"1657","(950) 719 7255","2323","1",,,"2020-11-13 14:15:59.285389"
"1664","(950) 199 6807","2328","1",,,"2020-11-13 14:15:59.318898"
"1666","(950) 481 5288","2328","1",,,"2020-11-13 14:15:59.332994"
"1668","(950) 529 9681","2326","1",,,"2020-11-13 14:15:59.340250"
"1669","(950) 943 1278","2327","1",,,"2020-11-13 14:15:59.347464"
"1670","(950) 586 6280","2323","1",,,"2020-11-13 14:15:59.354744"
"1672","(950) 697 0513","2322","1",,,"2020-11-13 14:15:59.362689"
"1673","(950) 773 8403","2325","1",,,"2020-11-13 14:15:59.371124"
"1678","(950) 346 3025","2323","1",,,"2020-11-13 14:15:59.397908"
"1684","(950) 487 5487","2326","1",,,"2020-11-13 14:15:59.424717"
"1685","(950) 866 5267","2329",,,,"2020-11-13 14:15:59.437329"
"1685","(950) 302 3902","2328","1",,,"2020-11-13 14:15:59.437884"
"1687","(950) 537 9640","2326","1",,,"2020-11-13 14:15:59.444880"
"1692","(950) 324 0606","2324","1",,,"2020-11-13 14:15:59.699609"
"1697","(950) 667 4027","2329","1",,,"2020-11-13 14:15:59.721155"
"1699","(950) 009 9532","2328","1",,,"2020-11-13 14:15:59.743059"
"1704","(950) 799 3846","2322","1",,,"2020-11-13 14:15:59.764043"
"1707","(950) 200 0016","2328","1",,,"2020-11-13 14:15:59.789246"
"1710","(950) 399 5117","2327","1",,,"2020-11-13 14:15:59.795701"
"1710","(950) 373 5639","2329",,,,"2020-11-13 14:15:59.796259"
"1714","(950) 766 1185","2323","1",,,"2020-11-13 14:15:59.816257"
"1715","(950) 569 6235","2326",,,,"2020-11-13 14:15:59.832973"
"1715","(950) 779 5710","2328","1",,,"2020-11-13 14:15:59.833554"
"1718","(950) 920 8681","2324","1",,,"2020-11-13 14:15:59.839142"
"1720","(950) 859 9091","2324","1",,,"2020-11-13 14:15:59.853519"
"1722","(950) 665 3458","2328",,,,"2020-11-13 14:15:59.858661"
"1722","(950) 851 0031","2325","1",,,"2020-11-13 14:15:59.859814"
"1724","(950) 445 2010","2329","1",,,"2020-11-13 14:15:59.871253"
"1726","(950) 022 2846","2326","1",,,"2020-11-13 14:15:59.883476"
"1727","(950) 136 8075","2322","1",,,"2020-11-13 14:15:59.892146"
"1729","(950) 615 9365","2329","1",,,"2020-11-13 14:15:59.899379"
"1733","(950) 932 9985","2324","1",,,"2020-11-13 14:15:59.918705"
"1734","(950) 576 5960","2329",,,,"2020-11-13 14:15:59.926138"
"1734","(950) 258 8972","2324","1",,,"2020-11-13 14:15:59.926744"
"1735","(950) 807 3969","2324",,,,"2020-11-13 14:15:59.932526"
"1735","(950) 922 3822","2325","1",,,"2020-11-13 14:15:59.933125"
"1739","(950) 677 4954","2325","1",,,"2020-11-13 14:15:59.952853"
"1742","(950) 849 5492","2322","1",,,"2020-11-13 14:15:59.966012"
"1743","(950) 996 7421","2323","1",,,"2020-11-13 14:15:59.974218"
"1745","(950) 056 2959","2326","1",,,"2020-11-13 14:15:59.980039"
"1746","(950) 362 0804","2322","1",,,"2020-11-13 14:15:59.989695"
"1747","(950) 250 8269","2323","1",,,"2020-11-13 14:15:59.996017"
"1750","(950) 212 8538","2324","1",,,"2020-11-13 14:16:00.012221"
"1751","(950) 037 2133","2323","1",,,"2020-11-13 14:16:00.017996"
"1752","(950) 227 7842","2327","1",,,"2020-11-13 14:16:00.024474"
"1753","(950) 362 5636","2322","1",,,"2020-11-13 14:16:00.033709"
"1753","(950) 923 0828","2326",,,,"2020-11-13 14:16:00.034299"
"1755","(950) 902 9465","2324","1",,,"2020-11-13 14:16:00.041604"
"1756","(950) 333 9885","2327","1",,,"2020-11-13 14:16:00.048613"
"1761","(950) 424 6916","2328","1",,,"2020-11-13 14:16:00.074474"
"1765","(950) 847 6356","2326","1",,,"2020-11-13 14:16:00.096228"
"1766","(950) 078 2639","2326","1",,,"2020-11-13 14:16:00.101999"
"1768","(950) 299 2402","2328","1",,,"2020-11-13 14:16:00.113137"
"1770","(950) 805 9805","2325","1",,,"2020-11-13 14:16:00.124411"
"1771","(950) 755 0179","2329","1",,,"2020-11-13 14:16:00.130864"
"1771","(950) 694 4490","2324",,,,"2020-11-13 14:16:00.131420"
"1772","(950) 401 9147","2329","1",,,"2020-11-13 14:16:00.138352"
"1774","(950) 038 9528","2323","1",,,"2020-11-13 14:16:00.147272"
"1774","(950) 913 3143","2324",,,,"2020-11-13 14:16:00.148396"
"1778","(950) 096 3455","2322",,,,"2020-11-13 14:16:00.171593"
"1778","(950) 040 4515","2327","1",,,"2020-11-13 14:16:00.172125"
"1780","(950) 293 6664","2322","1",,,"2020-11-13 14:16:00.177869"
"1781","(950) 782 8784","2329","1",,,"2020-11-13 14:16:00.186310"
"1786","(950) 507 6902","2326","1",,,"2020-11-13 14:16:00.219319"
"1787","(950) 593 9589","2329","1",,,"2020-11-13 14:16:00.227771"
"1791","(950) 191 5971","2323","1",,,"2020-11-13 14:16:00.248763"
"1795","(950) 877 9853","2329","1",,,"2020-11-13 14:16:00.268299"
"1797","(950) 017 0166","2326",,,,"2020-11-13 14:16:00.274601"
"1797","(950) 274 4531","2325","1",,,"2020-11-13 14:16:00.275102"
"1800","(950) 859 1818","2325","1",,,"2020-11-13 14:16:00.289867"
"1805","(950) 296 9272","2327","1",,,"2020-11-13 14:16:00.315330"
"1806","(950) 612 1071","2329","1",,,"2020-11-13 14:16:00.329308"
"1809","(950) 121 3196","2322","1",,,"2020-11-13 14:16:00.333511"
"1812","(950) 388 5885","2324","1",,,"2020-11-13 14:16:00.351178"
"1817","(950) 511 0855","2325","1",,,"2020-11-13 14:16:00.372943"
"1820","(950) 672 5184","2328","1",,,"2020-11-13 14:16:00.396382"
"1825","(950) 283 3845","2329","1",,,"2020-11-13 14:16:00.420407"
"1830","(950) 505 0729","2324","1",,,"2020-11-13 14:16:00.450021"
"1833","(950) 826 6596","2329","1",,,"2020-11-13 14:16:00.462099"
"1836","(950) 010 7053","2328",,,,"2020-11-13 14:16:00.475948"
"1836","(950) 255 0499","2325","1",,,"2020-11-13 14:16:00.476484"
"1841","(950) 406 6242","2324","1",,,"2020-11-13 14:16:00.503938"
"1842","(950) 193 2884","2323","1",,,"2020-11-13 14:16:00.514516"
"1844","(950) 157 0122","2326","1",,,"2020-11-13 14:16:00.522297"
"1844","(950) 723 6111","2327",,,,"2020-11-13 14:16:00.522975"
"1847","(950) 205 8407","2329","1",,,"2020-11-13 14:16:00.540098"
"1851","(950) 906 2578","2323","1",,,"2020-11-13 14:16:00.560149"
"1853","(950) 895 4064","2326","1",,,"2020-11-13 14:16:00.567463"
"1857","(950) 450 3293","2327","1",,,"2020-11-13 14:16:00.586331"
"1859","(950) 840 0441","2326","1",,,"2020-11-13 14:16:00.602934"
"1861","(950) 285 2980","2329",,,,"2020-11-13 14:16:00.612488"
"1861","(950) 800 7659","2328","1",,,"2020-11-13 14:16:00.612977"
"1864","(950) 459 6133","2325","1",,,"2020-11-13 14:16:00.627143"
"1868","(950) 864 9301","2322","1",,,"2020-11-13 14:16:00.647111"
"1870","(950) 202 2379","2326","1",,,"2020-11-13 14:16:00.659161"
"1872","(950) 995 5091","2323","1",,,"2020-11-13 14:16:00.667959"
"1873","(950) 470 1264","2326",,,,"2020-11-13 14:16:00.679855"
"1873","(950) 292 0217","2329","1",,,"2020-11-13 14:16:00.680537"
"1653","(950) 908 4572","2323","1",,,"2020-11-13 14:15:59.260474"
"1659","(950) 910 5587","2328","1",,,"2020-11-13 14:15:59.296131"
"1661","(950) 937 7954","2324","1",,,"2020-11-13 14:15:59.306634"
"1662","(950) 352 8689","2329","1",,,"2020-11-13 14:15:59.312104"
"1662","(950) 145 4482","2324",,,,"2020-11-13 14:15:59.312578"
"1665","(950) 890 0272","2326","1",,,"2020-11-13 14:15:59.327021"
"1675","(950) 438 9710","2328","1",,,"2020-11-13 14:15:59.379219"
"1676","(950) 818 9885","2327","1",,,"2020-11-13 14:15:59.386635"
"1676","(950) 355 2556","2324",,,,"2020-11-13 14:15:59.387457"
"1680","(950) 813 9442","2323","1",,,"2020-11-13 14:15:59.405893"
"1681","(950) 041 6231","2329","1",,,"2020-11-13 14:15:59.414033"
"1683","(950) 082 6307","2325","1",,,"2020-11-13 14:15:59.420768"
"1686","(950) 952 8899","2322","1",,,"2020-11-13 14:15:59.440144"
"1688","(950) 523 4533","2325","1",,,"2020-11-13 14:15:59.446330"
"1691","(950) 160 3291","2327","1",,,"2020-11-13 14:15:59.699597"
"1695","(950) 297 4317","2323","1",,,"2020-11-13 14:15:59.721670"
"1700","(950) 693 7257","2327","1",,,"2020-11-13 14:15:59.744065"
"1700","(950) 022 3896","2325",,,,"2020-11-13 14:15:59.744641"
"1703","(950) 713 7627","2322","1",,,"2020-11-13 14:15:59.764069"
"1711","(950) 357 6747","2329","1",,,"2020-11-13 14:15:59.809532"
"1716","(950) 507 2429","2323","1",,,"2020-11-13 14:15:59.834042"
"1723","(950) 243 0808","2329","1",,,"2020-11-13 14:15:59.871247"
"1725","(950) 376 3328","2326","1",,,"2020-11-13 14:15:59.875281"
"1725","(950) 660 4559","2325",,,,"2020-11-13 14:15:59.877960"
"1730","(950) 204 3440","2323","1",,,"2020-11-13 14:15:59.903844"
"1731","(950) 905 5411","2329","1",,,"2020-11-13 14:15:59.910775"
"1737","(950) 790 7319","2326",,,,"2020-11-13 14:15:59.939811"
"1737","(950) 869 5619","2327","1",,,"2020-11-13 14:15:59.940455"
"1738","(950) 317 6081","2328","1",,,"2020-11-13 14:15:59.945705"
"1741","(950) 357 7770","2324","1",,,"2020-11-13 14:15:59.960481"
"1748","(950) 247 2660","2326","1",,,"2020-11-13 14:16:00.000753"
"1748","(950) 138 6102","2329",,,,"2020-11-13 14:16:00.001602"
"1757","(950) 151 9747","2324","1",,,"2020-11-13 14:16:00.053519"
"1759","(950) 179 9912","2329","1",,,"2020-11-13 14:16:00.062684"
"1760","(950) 635 0959","2328","1",,,"2020-11-13 14:16:00.069121"
"1763","(950) 844 8807","2326","1",,,"2020-11-13 14:16:00.085248"
"1764","(950) 954 9179","2326","1",,,"2020-11-13 14:16:00.094008"
"1767","(950) 019 5212","2323","1",,,"2020-11-13 14:16:00.107595"
"1769","(950) 925 7400","2327","1",,,"2020-11-13 14:16:00.115731"
"1776","(950) 558 5440","2324","1",,,"2020-11-13 14:16:00.158405"
"1777","(950) 548 0449","2322","1",,,"2020-11-13 14:16:00.167059"
"1779","(950) 902 9179","2325","1",,,"2020-11-13 14:16:00.172294"
"1783","(950) 390 1662","2328","1",,,"2020-11-13 14:16:00.205256"
"1788","(950) 422 3990","2322","1",,,"2020-11-13 14:16:00.227670"
"1788","(950) 015 0627","2325",,,,"2020-11-13 14:16:00.228275"
"1790","(950) 380 3340","2322","1",,,"2020-11-13 14:16:00.242078"
"1792","(950) 522 0977","2328","1",,,"2020-11-13 14:16:00.248764"
"1796","(950) 247 0183","2322",,,,"2020-11-13 14:16:00.270807"
"1796","(950) 080 4826","2323","1",,,"2020-11-13 14:16:00.271364"
"1799","(950) 779 0398","2327","1",,,"2020-11-13 14:16:00.288564"
"1802","(950) 472 9366","2326","1",,,"2020-11-13 14:16:00.309802"
"1807","(950) 927 1142","2325","1",,,"2020-11-13 14:16:00.329909"
"1810","(950) 884 1195","2326","1",,,"2020-11-13 14:16:00.347741"
"1813","(950) 217 1230","2322",,,,"2020-11-13 14:16:00.353882"
"1813","(950) 844 2640","2328","1",,,"2020-11-13 14:16:00.354568"
"1816","(950) 113 2969","2323","1",,,"2020-11-13 14:16:00.373193"
"1818","(950) 922 6550","2324","1",,,"2020-11-13 14:16:00.389418"
"1821","(950) 914 8373","2323","1",,,"2020-11-13 14:16:00.396463"
"1821","(950) 824 9396","2326",,,,"2020-11-13 14:16:00.396976"
"1822","(950) 894 7911","2327","1",,,"2020-11-13 14:16:00.409383"
"1824","(950) 712 4141","2323","1",,,"2020-11-13 14:16:00.415416"
"1826","(950) 572 8738","2327","1",,,"2020-11-13 14:16:00.429382"
"1828","(950) 022 7836","2328","1",,,"2020-11-13 14:16:00.435847"
"1831","(950) 182 8633","2322","1",,,"2020-11-13 14:16:00.452852"
"1831","(950) 044 7480","2324",,,,"2020-11-13 14:16:00.453428"
"1837","(950) 316 0642","2326","1",,,"2020-11-13 14:16:00.481235"
"1838","(950) 457 0856","2322","1",,,"2020-11-13 14:16:00.493629"
"1840","(950) 483 4068","2329","1",,,"2020-11-13 14:16:00.498884"
"1843","(950) 957 6680","2323","1",,,"2020-11-13 14:16:00.519018"
"1843","(950) 952 1468","2328",,,,"2020-11-13 14:16:00.519641"
"1845","(950) 339 3935","2328","1",,,"2020-11-13 14:16:00.524346"
"1846","(950) 038 9364","2324","1",,,"2020-11-13 14:16:00.534782"
"1848","(950) 677 2917","2329","1",,,"2020-11-13 14:16:00.541891"
"1849","(950) 590 0781","2326","1",,,"2020-11-13 14:16:00.547918"
"1850","(950) 336 2261","2329",,,,"2020-11-13 14:16:00.556526"
"1850","(950) 671 7269","2324","1",,,"2020-11-13 14:16:00.557045"
"1852","(950) 936 6999","2323",,,,"2020-11-13 14:16:00.563806"
"1852","(950) 729 5326","2328","1",,,"2020-11-13 14:16:00.564409"
"1854","(950) 214 5362","2323","1",,,"2020-11-13 14:16:00.577468"
"1856","(950) 621 0107","2326","1",,,"2020-11-13 14:16:00.585346"
"1858","(950) 343 3982","2329","1",,,"2020-11-13 14:16:00.599925"
"1860","(950) 978 2445","2326","1",,,"2020-11-13 14:16:00.606160"
"1862","(950) 138 1922","2328","1",,,"2020-11-13 14:16:00.619744"
"1866","(950) 950 4961","2327","1",,,"2020-11-13 14:16:00.639812"
"1869","(950) 218 6253","2324","1",,,"2020-11-13 14:16:00.657344"
"1749","(950) 925 4875","2329","1",,,"2020-11-13 14:16:00.001610"
"1754","(950) 642 5869","2326","1",,,"2020-11-13 14:16:00.036942"
"1758","(950) 748 1387","2327","1",,,"2020-11-13 14:16:00.055511"
"1762","(950) 661 3117","2325","1",,,"2020-11-13 14:16:00.076677"
"1775","(950) 754 8535","2323","1",,,"2020-11-13 14:16:00.151997"
"1784","(950) 369 0446","2329","1",,,"2020-11-13 14:16:00.205306"
"1789","(950) 422 6012","2324","1",,,"2020-11-13 14:16:00.231228"
"1793","(950) 455 8016","2327","1",,,"2020-11-13 14:16:00.252510"
"1794","(950) 160 6398","2326","1",,,"2020-11-13 14:16:00.261913"
"1798","(950) 441 4949","2325","1",,,"2020-11-13 14:16:00.282783"
"1801","(950) 830 1079","2322","1",,,"2020-11-13 14:16:00.292793"
"1804","(950) 316 1153","2328","1",,,"2020-11-13 14:16:00.310365"
"1811","(950) 046 1789","2326","1",,,"2020-11-13 14:16:00.348280"
"1814","(950) 649 2567","2322","1",,,"2020-11-13 14:16:00.366906"
"1823","(950) 354 2412","2324","1",,,"2020-11-13 14:16:00.410296"
"1827","(950) 351 8847","2328","1",,,"2020-11-13 14:16:00.430423"
"1829","(950) 284 5204","2325","1",,,"2020-11-13 14:16:00.442465"
"1832","(950) 329 9737","2324","1",,,"2020-11-13 14:16:00.456505"
"1835","(950) 196 1494","2322","1",,,"2020-11-13 14:16:00.475913"
"1839","(950) 892 0246","2324","1",,,"2020-11-13 14:16:00.497812"
"1863","(950) 582 7147","2325","1",,,"2020-11-13 14:16:00.621231"
"1867","(950) 662 3826","2329","1",,,"2020-11-13 14:16:00.641924"
"4","(950) 342 7522","2328","1",,,"2020-11-13 14:15:47.695468"
"6","(950) 715 2014","2326","1",,,"2020-11-13 14:15:47.728082"
"11","(950) 157 7648","2322","1",,,"2020-11-13 14:15:47.755943"
"15","(950) 011 8428","2328","1",,,"2020-11-13 14:15:47.778487"
"19","(950) 148 0730","2325","1",,,"2020-11-13 14:15:47.801253"
"22","(950) 227 7425","2328","1",,,"2020-11-13 14:15:47.824086"
"25","(950) 422 5169","2328","1",,,"2020-11-13 14:15:47.845388"
"33","(950) 304 7432","2324","1",,,"2020-11-13 14:15:47.898044"
"39","(950) 990 4967","2327","1",,,"2020-11-13 14:15:47.936061"
"45","(950) 660 4670","2327","1",,,"2020-11-13 14:15:47.962308"
"47","(950) 524 7026","2324","1",,,"2020-11-13 14:15:47.980732"
"52","(950) 228 1571","2325","1",,,"2020-11-13 14:15:48.000658"
"56","(950) 977 3439","2324","1",,,"2020-11-13 14:15:48.022645"
"58","(950) 500 6420","2323","1",,,"2020-11-13 14:15:48.030399"
"60","(950) 946 1789","2325","1",,,"2020-11-13 14:15:48.043353"
"62","(950) 757 5519","2329","1",,,"2020-11-13 14:15:48.052608"
"69","(950) 823 3973","2327","1",,,"2020-11-13 14:15:48.114940"
"83","(950) 317 7019","2326","1",,,"2020-11-13 14:15:48.195184"
"89","(950) 679 6036","2324","1",,,"2020-11-13 14:15:48.229019"
"91","(950) 211 3385","2326","1",,,"2020-11-13 14:15:48.236440"
"93","(950) 707 4516","2326","1",,,"2020-11-13 14:15:48.249128"
"96","(950) 289 3586","2329","1",,,"2020-11-13 14:15:48.268019"
"105","(950) 981 0722","2322","1",,,"2020-11-13 14:15:48.312340"
"107","(950) 578 3418","2329","1",,,"2020-11-13 14:15:48.332128"
"112","(950) 991 8236","2323","1",,,"2020-11-13 14:15:48.354780"
"115","(950) 347 0619","2322","1",,,"2020-11-13 14:15:48.376811"
"115","(950) 379 4498","2326",,,,"2020-11-13 14:15:48.377367"
"118","(950) 995 7348","2323","1",,,"2020-11-13 14:15:48.395898"
"123","(950) 063 2567","2323","1",,,"2020-11-13 14:15:48.417954"
"124","(950) 413 2099","2327",,,,"2020-11-13 14:15:48.422216"
"124","(950) 986 9341","2329","1",,,"2020-11-13 14:15:48.422778"
"127","(950) 239 9765","2326","1",,,"2020-11-13 14:15:48.451237"
"132","(950) 693 3287","2328","1",,,"2020-11-13 14:15:48.474753"
"138","(950) 121 5450","2326","1",,,"2020-11-13 14:15:48.521177"
"143","(950) 968 7658","2323","1",,,"2020-11-13 14:15:48.554519"
"143","(950) 070 1088","2325",,,,"2020-11-13 14:15:48.555050"
"150","(950) 014 0241","2325","1",,,"2020-11-13 14:15:48.590302"
"152","(950) 411 3663","2323","1",,,"2020-11-13 14:15:48.597061"
"154","(950) 260 7160","2329","1",,,"2020-11-13 14:15:48.613644"
"156","(950) 883 0416","2323","1",,,"2020-11-13 14:15:48.618700"
"164","(950) 408 7772","2323","1",,,"2020-11-13 14:15:48.662555"
"165","(950) 559 9132","2324","1",,,"2020-11-13 14:15:48.675415"
"168","(950) 600 2096","2322","1",,,"2020-11-13 14:15:48.683359"
"170","(950) 631 7580","2322","1",,,"2020-11-13 14:15:48.703642"
"186","(950) 121 2591","2327","1",,,"2020-11-13 14:15:48.804059"
"189","(950) 681 2978","2326","1",,,"2020-11-13 14:15:48.821952"
"203","(950) 510 8615","2323","1",,,"2020-11-13 14:15:48.914589"
"211","(950) 652 0170","2329","1",,,"2020-11-13 14:15:48.963471"
"211","(950) 015 6532","2324",,,,"2020-11-13 14:15:48.964077"
"215","(950) 629 1805","2329","1",,,"2020-11-13 14:15:48.988024"
"220","(950) 799 0456","2322","1",,,"2020-11-13 14:15:49.014677"
"222","(950) 371 5438","2327","1",,,"2020-11-13 14:15:49.031599"
"226","(950) 747 9851","2324","1",,,"2020-11-13 14:15:49.056939"
"227","(950) 973 0516","2322","1",,,"2020-11-13 14:15:49.067586"
"233","(950) 842 4760","2323","1",,,"2020-11-13 14:15:49.098710"
"242","(950) 788 3066","2322",,,,"2020-11-13 14:15:49.151045"
"242","(950) 014 3525","2325","1",,,"2020-11-13 14:15:49.151641"
"245","(950) 754 9388","2328","1",,,"2020-11-13 14:15:49.173182"
"256","(950) 808 4129","2322","1",,,"2020-11-13 14:15:49.231901"
"259","(950) 677 7451","2326","1",,,"2020-11-13 14:15:49.253821"
"259","(950) 243 2730","2328",,,,"2020-11-13 14:15:49.254589"
"261","(950) 416 2347","2329","1",,,"2020-11-13 14:15:49.260656"
"268","(950) 939 3211","2329","1",,,"2020-11-13 14:15:49.295511"
"274","(950) 317 6543","2327","1",,,"2020-11-13 14:15:49.330541"
"277","(950) 347 8944","2326","1",,,"2020-11-13 14:15:49.350527"
"281","(950) 350 6982","2323","1",,,"2020-11-13 14:15:49.373390"
"284","(950) 783 3287","2323","1",,,"2020-11-13 14:15:49.391334"
"284","(950) 596 4437","2328",,,,"2020-11-13 14:15:49.391957"
"289","(950) 217 3136","2325","1",,,"2020-11-13 14:15:49.416820"
"293","(950) 720 8367","2322","1",,,"2020-11-13 14:15:49.435864"
"297","(950) 127 0872","2326","1",,,"2020-11-13 14:15:49.459924"
"301","(950) 148 6157","2322","1",,,"2020-11-13 14:15:49.479543"
"302","(950) 257 5237","2328","1",,,"2020-11-13 14:15:49.490803"
"307","(950) 493 2812","2327","1",,,"2020-11-13 14:15:49.517200"
"309","(950) 155 7607","2328","1",,,"2020-11-13 14:15:49.532183"
"311","(950) 160 7729","2326","1",,,"2020-11-13 14:15:49.549448"
"315","(950) 996 0235","2326","1",,,"2020-11-13 14:15:49.569948"
"317","(950) 238 0035","2322","1",,,"2020-11-13 14:15:49.586061"
"321","(950) 443 4921","2328","1",,,"2020-11-13 14:15:49.610162"
"324","(950) 060 9957","2323","1",,,"2020-11-13 14:15:49.628382"
"333","(950) 881 9801","2326","1",,,"2020-11-13 14:15:49.680709"
"340","(950) 094 7767","2329","1",,,"2020-11-13 14:15:49.719245"
"342","(950) 648 1764","2329","1",,,"2020-11-13 14:15:49.728576"
"346","(950) 792 8060","2323","1",,,"2020-11-13 14:15:49.747016"
"350","(950) 759 3444","2329","1",,,"2020-11-13 14:15:49.767592"
"354","(950) 698 6489","2329","1",,,"2020-11-13 14:15:49.791522"
"358","(950) 192 0370","2324","1",,,"2020-11-13 14:15:49.813045"
"362","(950) 689 3501","2327","1",,,"2020-11-13 14:15:49.835812"
"367","(950) 773 1104","2325","1",,,"2020-11-13 14:15:49.858209"
"370","(950) 187 5655","2327",,,,"2020-11-13 14:15:49.877683"
"370","(950) 226 0404","2329","1",,,"2020-11-13 14:15:49.878278"
"378","(950) 162 8963","2325","1",,,"2020-11-13 14:15:49.922152"
"383","(950) 921 9257","2323",,,,"2020-11-13 14:15:49.944410"
"383","(950) 078 7256","2325","1",,,"2020-11-13 14:15:49.944962"
"386","(950) 550 3320","2325","1",,,"2020-11-13 14:15:49.968618"
"391","(950) 386 4717","2328","1",,,"2020-11-13 14:15:49.988979"
"392","(950) 150 9411","2322","1",,,"2020-11-13 14:15:50.004248"
"395","(950) 363 5017","2324","1",,,"2020-11-13 14:15:50.013655"
"399","(950) 723 2562","2328","1",,,"2020-11-13 14:15:50.034082"
"400","(950) 903 6773","2322",,,,"2020-11-13 14:15:50.048394"
"400","(950) 071 4170","2328","1",,,"2020-11-13 14:15:50.048925"
"403","(950) 703 5092","2323",,,,"2020-11-13 14:15:50.057142"
"403","(950) 980 7387","2326","1",,,"2020-11-13 14:15:50.057677"
"404","(950) 915 4438","2326","1",,,"2020-11-13 14:15:50.069169"
"406","(950) 342 4278","2326","1",,,"2020-11-13 14:15:50.074984"
"411","(950) 642 9338","2324","1",,,"2020-11-13 14:15:50.100156"
"414","(950) 115 3794","2324","1",,,"2020-11-13 14:15:50.123929"
"418","(950) 048 3343","2326","1",,,"2020-11-13 14:15:50.145153"
"420","(950) 491 9249","2328","1",,,"2020-11-13 14:15:50.160580"
"424","(950) 453 1660","2323","1",,,"2020-11-13 14:15:50.180090"
"427","(950) 491 2344","2326","1",,,"2020-11-13 14:15:50.193272"
"429","(950) 326 4612","2322","1",,,"2020-11-13 14:15:50.200800"
"433","(950) 105 5775","2325","1",,,"2020-11-13 14:15:50.223251"
"436","(950) 158 6798","2327","1",,,"2020-11-13 14:15:50.246657"
"440","(950) 798 9919","2324","1",,,"2020-11-13 14:15:50.269838"
"444","(950) 567 4489","2329","1",,,"2020-11-13 14:15:50.292053"
"447","(950) 332 9627","2328","1",,,"2020-11-13 14:15:50.315916"
"451","(950) 102 5146","2326","1",,,"2020-11-13 14:15:50.338198"
"457","(950) 822 2040","2323","1",,,"2020-11-13 14:15:50.374224"
"460","(950) 331 8654","2329","1",,,"2020-11-13 14:15:50.383749"
"462","(950) 375 0092","2328","1",,,"2020-11-13 14:15:50.396702"
